CNES,NOME FANTASIA,UF,MUNICIPIO
2385910,UNIDADE SAUDE DA FAMILIA DE CAMPO DAVIACAO,SC,IMBITUBA
2491362,UBS SAO MARTINHO I,SC,TUBARAO
2671735,INSTITUTO NISO BALSINI,SC,JOINVILLE
2647524,UNIDADE BASICA DE SAUDE ESF VILA DA GLORIA,SC,SAO FRANCISCO DO SUL
3061388,SOCIMED,SC,TUBARAO
19771,CS ARMACAO,SC,FLORIANOPOLIS
2779129,UNIDADE DE SAUDE DA FAMILIA DE PRIMEIRO DE MAIO,SC,ICARA
2671883,CARDIOVILLE,SC,JOINVILLE
2623358,JOAO GERALDO COREA,SC,GASPAR
2674238,CONSULTORIO ODONTOLOGICO ALTAIR GENERO,SC,NAVEGANTES
2305895,UNIDADE BASICA DE SAUDE ALEXANDER OTSA,SC,JARAGUA DO SUL
20087,CS CORREGO GRANDE,SC,FLORIANOPOLIS
5019745,CARLA DAGOSTINI,SC,BLUMENAU
3689603,ASSOCIACAO RENAL VIDA TIMBO,SC,TIMBO
2657945,PSF SANTA TEREZA,SC,JOACABA
3934861,ALEXANDRE FERNANDES COSTA LIMA,SC,SAO MIGUEL DO OESTE
3680142,LUIZ AUGUSTO BRAUNER MENEZES,SC,RIO DO SUL
3230708,UNIDADE BASICA DE SAUDE DE ARMACAO DO ITAPOCOROI,SC,PENHA
3579980,CONSULTORIO DR CRISTIANO BURIGO,SC,CRICIUMA
2624265,CLINICA CRUZ AZUL,SC,ARARANGUA
3857638,NUTROCLINICA,SC,JOINVILLE
2302098,AMBULATORIO DE LURDES,SC,VIDEIRA
2624966,SITICOM,SC,RIO NEGRINHO
3622371,CONSULTORIO MEDICO DR MARIANGELA BARRETO CUNHA,SC,LAGUNA
2491168,UNIDADE BASICA DE SAUDE BARRA MANSA,SC,CANOINHAS
2419777,POLICLINICA DO RIO MAINA,SC,CRICIUMA
4059727,CENTRO DE ESPECIALIDADES ODONTOLOGICAS CEO UFSC,SC,FLORIANOPOLIS
3851281,OFTO E ANGIO,SC,JARAGUA DO SUL
3159558,FISISPORT CLINICA DE FISIOTERAPIA LTDA ME,SC,GASPAR
2668459,CARLOS ROBERTO KAMMHOLZ JUNIOR,SC,JOINVILLE
3072177,UBSF PEDRAS BRANCAS,SC,BARRA VELHA
3649393,COLPOCLIN,SC,ITAJAI
2690675,UNIDADE BASICA DE SAUDE VERDE MAR,SC,NAVEGANTES
2513692,UNIDADE DE SAUDE DA FAMILIA DR HORST WILHELM BERNHARDT,SC,POMERODE
2552752,ESF ZEBERT KRAUPT,SC,BLUMENAU
3157245,HOSPITAL UNIVERSITARIO,SC,FLORIANOPOLIS
5550602,ERIBERTO LUCHTENBERG,SC,ITAJAI
3172848,FREITAG WEINGARTNER LABORATORIOS LTDA EPP,SC,TIMBO
3660362,PULMOCLINICA CLINICA DO PULMAO,SC,BLUMENAU
2513641,UNIDADE DE SAUDE SANTA LUZIA,SC,BRUSQUE
5193192,JOHNNY JOAO DE CASTRO FISCHER JUNIOR,SC,POMERODE
3072169,UBSF SAO CRISTOVAO,SC,BARRA VELHA
2670917,INGRID KLAAS,SC,JOINVILLE
5720028,ZILIO E SARTORI S S LTDA,SC,JOACABA
2663589,CENTRO DE SAUDE LUAR,SC,SAO JOSE
3921948,TRAUMASPORTS ITAJAI,SC,ITAJAI
2302020,ESF FARROUPILHA,SC,VIDEIRA
2302845,UNIDADE BASICA DE SAUDE PORTO ESCALVADOS,SC,NAVEGANTES
3180964,CLINICA ROLAND DAGNONI S S,SC,BLUMENAU
5303532,CLINICA SANTA AGATHA,SC,BLUMENAU
5657091,SAUL COPERTINO DE MORAES,SC,JARAGUA DO SUL
2545527,GASTRO E IMAGEM,SC,ITAJAI
2512289,CEM CENTRO DE ESPECIALIDADES MEDICAS,SC,SAO BENTO DO SUL
2302934,UNIDADE BASICA DE SAUDE NOSSA SENHORA DAS GRACAS,SC,NAVEGANTES
5164222,CLINICA DE OLHOS NIEDERAUER LTDA,SC,CONCORDIA
2541769,CONSULTORIO ODONTOLOGICO DRA MARISA REMOR DE OLIVEIRA SILVA,SC,CRICIUMA
2690144,REDE FEMININA DE COMBATE AO CANCER DE GASPAR,SC,GASPAR
5086159,JDB CLINICA DE SAUDE S S,SC,CHAPECO
7166206,VITACLASS CLINICA INTEGRADA DE SAUDE,SC,FLORIANOPOLIS
2512866,UNIDADE BASICA DE SAUDE ADELE KUEHL,SC,INDAIAL
3797821,CLINICA SCHEILA SIEBENEICHER E MARIA HELENA C SALUSTIANO,SC,JOINVILLE
2674181,FISIOTERAPIA NAVEGANTES,SC,NAVEGANTES
2625474,ELEISE SOSNOSKI,SC,CHAPECO
2491052,UNIDADE BASICA DE SAUDE JAIR CORTE ESF,SC,CANOINHAS
2543427,LABORATORIO SAO MIGUEL,SC,SAO MIGUEL DO OESTE
5180228,CESAR TOURNIER ELIAS,SC,BRUSQUE
2623803,DR ELTON,SC,ARARANGUA
6119441,GUSTAVO CLAUDINO NARDELLI,SC,JARAGUA DO SUL
5038782,CONSULTORIO MEDICO NELSON DE OL JUNIOR,SC,FRAIBURGO
6150934,ESF GUSTAVO TRIBESS II,SC,BLUMENAU
6152740,NICOLLE RAMOS ANDREATTA,SC,JARAGUA DO SUL
6155197,BELISA FRANZNER,SC,JARAGUA DO SUL
6157971,RIMVALI MEDICOS SS LTDA,SC,BLUMENAU
6158013,BEATRIZ LOCATELLI NOVA ALVES,SC,BLUMENAU
5996619,ALINE EFFTING,SC,BLUMENAU
6159796,ZONTA XIMENES CLINICA MEDICA,SC,JARAGUA DO SUL
3685713,CONSULTORIO DR JOSE JAIR CARDOSO,SC,CRICIUMA
2670631,SILVIA APARECIDA CAETANA LOZ,SC,JOINVILLE
2669269,ADALBERTO LIPPMANN,SC,JOINVILLE
5889413,DR RAFAEL DE CONTI,SC,ARARANGUA
5890853,CESAR JOSE SALAZAR LETURIA,SC,BLUMENAU
5723760,UNIDADE DE SAUDE DA MULHER,SC,CRICIUMA
5723914,MARCELO DA ROSA PRATES,SC,JOINVILLE
5724600,URC TC,SC,CRICIUMA
5724635,ALEGRA ODONTOLOGIA,SC,FLORIANOPOLIS
5726050,SESC,SC,ITAJAI
5726883,RENATA RIBEIRO BONILAURI,SC,JARAGUA DO SUL
5731720,ROMULO DAVILA PEDRINI,SC,ITAJAI
5736587,DERMATO CLINICA S S LTDA,SC,CONCORDIA
5745179,CARLOS GERMANO RISTOW,SC,BRUSQUE
5745187,CLAUDIO DOS SANTOS,SC,BRUSQUE
5758017,CIAS,SC,LAGES
5760100,CLINICA ODONTOLOGICA DR SORRISO,SC,JOACABA
5760585,RENATA MARTINS,SC,SAO FRANCISCO DO SUL
5761018,ANA GISLEY TEIXEIRA TIVES CARDOSO,SC,JOINVILLE
5763975,CONSULTORIO DE PSICOLOGIA DE PAULO TARSO FERREIRA CORREA,SC,CRICIUMA
5764009,CLINICA RIEGER S S LTDA,SC,JOACABA
5773407,RILDO CONSTANCIO DE ALBUQUERQUE,SC,GUARAMIRIM
5773415,LUCIANA HASSE KREPSKY,SC,GUARAMIRIM
5774187,ANNE BETINA STAHLKE RABITZSCH,SC,SAO BENTO DO SUL
5776856,CENITA PEREIRA BORGES,SC,CRICIUMA
5776880,CENTRO INTEGRADO DE SAUDE BELA VISTA,SC,CHAPECO
5785790,VIVIAN DE FATIMA DE OLIVEIRA,SC,LAGES
5789001,LARISSA NOVELLO,SC,JOACABA
5789648,ADRIANA NASCIMENTO DE SOUZA,SC,FLORIANOPOLIS
6053661,JANAINA NEY CAMPELO,SC,JARAGUA DO SUL
6054463,ANDRESA LECI CORREA,SC,JARAGUA DO SUL
6055958,MONICA ALANO,SC,CHAPECO
6055966,CLINICA MEDICA INTEGRADA,SC,CHAPECO
5616611,LIANA RUSSOWSKY BRAGAGNOLO,SC,JOACABA
2662590,CARLOS FERNANDO AGUSTINI,SC,LAGES
2300397,UNIDADE SANITARIA CENTRAL DE ANITA GARIBALDI,SC,ANITA GARIBALDI
5791405,MARIANGELA MARIEN MUSSI ME,SC,CANOINHAS
5792908,ANDY ERN,SC,ITAJAI
5793009,RENATA LEITE MONTEIRO,SC,CHAPECO
5793017,FABIANO LEITE MONTEIRO,SC,CHAPECO
5797594,CARDIOEXPRESS,SC,CRICIUMA
5798744,SPORTFISIO CENTRO DE TRATAMENTO DO CORPO,SC,JOINVILLE
5801648,JOSE CYRO DE MOURA GOMIDES,SC,BRUSQUE
5801656,LEONARDO LUIZ DALLOGLIO FUGA,SC,JOACABA
5802415,DRA LISSANDRA COMIN,SC,ARARANGUA
5806194,DOUTOR FLY,SC,FLORIANOPOLIS
5808448,CLINICA MEDICA TONELLI,SC,CRICIUMA
5816254,TIAGO SANTOS ASSIS DE MELO CONSULTORIO ODONTOLOGICO,SC,JOINVILLE
5816807,PAULO RENATO STOSCH DA SILVA,SC,RIO DO SUL
2670372,CRISTIANE RHODEN CAMPARA VALCIR JOSE CAMPARA,SC,JOINVILLE
3321444,VIVER CLINICA MEDICA,SC,FLORIANOPOLIS
2560704,UNIDADE BASICA DE SAUDE NOSSA SENHORA DE LOURDES,SC,JOACABA
2622807,UNIDADE BASICA DE SAUDE RODOLFO FRANCISCO DA VEIGA,SC,TIJUCAS
2596326,CLINICA MEDICA DE ORTOPEDIA E TRAUMATOLOGIA,SC,JARAGUA DO SUL
2545217,TERAPIA ORIENTAL,SC,ITAJAI
5687772,JORGE RAFAEL TEIXEIRA,SC,ITAJAI
5032989,JACY BRUNS SERVICOS MEDICOS S S LTDA,SC,BLUMENAU
5703476,MARINIO PEDROZA BAPTISTA JUNIOR,SC,POMERODE
2541564,MEDIPREV MEDICINA DO TRABALHO LTDA,SC,CRICIUMA
6059473,CLINICA ODONTOLOGICA VITALIS LTDA,SC,JOINVILLE
5965985,CAPS I,SC,VIDEIRA
5966515,CENTRO DE SAUDE CIDADE DO IDOSO,SC,CHAPECO
2779153,UNIDADE DE SAUDE DA FAMILIA DO JAQUELINE,SC,ICARA
5596378,CARDIOSERV CLINICA DE CARDIOLOGIA E SERVICOS MEDICOS LTDA,SC,CRICIUMA
2624168,DR RICARDO LUIZ AGOSTINI,SC,ARARANGUA
5857279,CONSULTORIO OFTALMOLOGICO,SC,GASPAR
2379554,PSF BUDAG,SC,RIO DO SUL
3212351,CLINICA DE FISIOTERAPIA TIMBO LTDA,SC,TIMBO
2510979,UNIDADE DE SAUDE INDUSTRIAL NORTE,SC,RIO NEGRINHO
3756874,ROBERTO RHELINGANTZ DA CUNHA FILHO,SC,JOACABA
4057686,UBS ESCALVADO,SC,BARRA VELHA
5057396,ANTONIO VASCO MAGALHAES TELES,SC,CANOINHAS
2657597,COE,SC,JOINVILLE
2514052,UNIDADE BASICA DE SAUDE PROMORAR II,SC,ITAJAI
3925889,MIGUEL NEME NETO,SC,SAO MIGUEL DO OESTE
2359421,UNIDADE MUNICIPAL DE SAUDE DA FAMILIA VILA GERMER,SC,TIMBO
2303647,PS SEDE BRUM,SC,CONCORDIA
5867827,SEBASTIAO ALEXANDRE ISFER DE LIMA,SC,BRUSQUE
2419769,UNIDADE BASICA DE SAUDE MAE LUZIA,SC,CRICIUMA
5420253,ODONTO VIDA,SC,ITAJAI
3948242,CENTRO CLINICO CERETTA,SC,ARARANGUA
3667146,JOAO LEOPOLDINO SPENGLER,SC,GASPAR
3614271,CONSULTORIO DRA DANIELA MONTEIRO DE CASTRO PORTO PAMPLONA,SC,CRICIUMA
5819997,JM ASSESSORIA MEDICA,SC,ITAJAI
5825458,CLINICA MEDICA GRUDTNER S S LTDA,SC,JARAGUA DO SUL
5827728,AS SERVICOS MEDICOS,SC,BLUMENAU
5828511,FABRICIO MARTINS ZUCCO,SC,BLUMENAU
5829283,ASIOSERVI PRESTACAO DE SERVICOS LTDA ME,SC,BLUMENAU
5830397,UBS SANTO ANTONIO DE PADUA,SC,TUBARAO
5841402,GEORGE MADUELL DE MATTOS,SC,BRUSQUE
5844800,NEUROCLINICA,SC,JOINVILLE
5845998,FERNANDA AMORIM,SC,FLORIANOPOLIS
5847532,LUIZ INGLETO,SC,BLUMENAU
5851157,JOSE LINO GONCALVES,SC,BLUMENAU
5851173,MARIA BEATRIZ SILVEIRA SCHMITT SILVA,SC,BLUMENAU
5851866,CONSULTORIO DR VIEZZER,SC,MAFRA
5853230,CLINICA MOTIVAR,SC,JOINVILLE
5854016,FERGUS OTORRINUS ASSOCIADOS S S,SC,FLORIANOPOLIS
5854539,PRO NUTRI,SC,ARARANGUA
5854652,DR DECIO HAUSCHILD,SC,ARARANGUA
5855454,JR MEDICINA DO TRABALHO LTDA,SC,CRICIUMA
5856221,LINCOLN SIMAS,SC,CANOINHAS
5856272,SANDRA M T LOAYZA SARMIENTO TAVERNA,SC,CANOINHAS
5857104,HERCILIO LUZ COSTA,SC,BLUMENAU
5857392,KELLEN CARVALHO DE SOUZA,SC,FLORIANOPOLIS
5857422,NAGE MOUNZER CONSULTORIO DERMATOLOGICO,SC,CRICIUMA
5860121,UROLAGES,SC,LAGES
5866332,VITOR HUGO TAMIOSSO BOER,SC,BLUMENAU
5869390,GILBERTO KAULING BISOL,SC,FLORIANOPOLIS
8000875,ESF INDUSTRIARIOS,SC,CONCORDIA
8000980,CLINICA DE PNEUMOLOGIA E IMUNIZACOES LTDA,SC,CONCORDIA
8001030,SAC,SC,CONCORDIA
8007527,PA NORTE 24 HORAS COSTA E SILVA LUIZA SCHULTZ DOHLER,SC,JOINVILLE
8007535,UBSF LAGOINHA,SC,JOINVILLE
3834905,UNIDADE DE SAUDE DA FAMILIA RICARDO JUNG,SC,POMERODE
2596555,CLINICA CORPORE SANO,SC,JARAGUA DO SUL
3209423,CLINICA COSTENARO,SC,VIDEIRA
5032296,TULIO EDUARDO PFIFFER,SC,BLUMENAU
2543664,CONSULTORIO MEDICO GERSON LUIZ WEISSHEIMER,SC,SAO MIGUEL DO OESTE
2512483,ESTRATEGIA DE SAUDE DA FAMILIA BELA VISTA,SC,GASPAR
5867606,MARILIA DE NOVAES COSTA BERGAMASCHI,SC,BRUSQUE
5859700,TAIS LOPES DE QUEIROZ CONSULTORIO DE PSICOLOGIA,SC,CRICIUMA
5696542,LAB GHANEM PSC VILA NOVA,SC,JOINVILLE
3900460,CTS CLINICA TRABALHO E SAUDE MEDICOS ASSOCIADOS,SC,JOINVILLE
3833135,OSTEOFISIO CENTRO DE REABILITACAO E FISIOTERAPIA,SC,ARARANGUA
5867797,MARIO ANTONIO BERGAMASCHI,SC,BRUSQUE
5494435,CARDIO IMAGEM,SC,TUBARAO
5033098,AMELIA IDALIA VAL PEREIRA BRUNS,SC,BLUMENAU
2541599,CLINICA PEDIATRICA CLINI PED LTDA,SC,CRICIUMA
2537613,CENTRO DE SAUDE DA FAMILIA ALTO DA SERRA,SC,CHAPECO
5655943,ORTOCLINICA,SC,JOINVILLE
5548292,CENTRO DE SAUDE RIO GRANDE,SC,PALHOCA
2662787,UNIDADE DE SAUDE SAO JOSE,SC,LAGES
2545551,CLINCARDIO CLINICA DE CARDIOLOGIA S S,SC,ITAJAI
2674262,CONSULTORIO ODONTOLOGICO DR SEDEUR,SC,NAVEGANTES
2491567,UBS CONGONHAS MANOEL RODRIGUES FERNANDES,SC,TUBARAO
2334836,ESTRATEGIA DE SAUDE DA FAMILIA FIGUEIRA,SC,GASPAR
2537583,CENTRO DE SAUDE DA FAMILIA MARECHAL BORMANN,SC,CHAPECO
2359405,FARMACIA TIMBO LTDA,SC,TIMBO
3667081,CLOVIS CECHIN,SC,ANITA GARIBALDI
2688492,UNIDADE DE SAUDE SAO RAFAEL,SC,RIO NEGRINHO
5121981,ODONTOCLINICA SAO BENTO,SC,SAO BENTO DO SUL
3167844,THERAPIE CENTRO INTEGRADO DE SAUDE LTDA,SC,BLUMENAU
2502488,NILTON CAMPOS JUNIOR,SC,LAGES
2305240,PSF VILA SAO JOSE,SC,ARARANGUA
2303264,UNIDADE BASICA DE SAUDE HUGO DE ALMEIDA,SC,NAVEGANTES
5382998,EDUARDO EWALD,SC,BLUMENAU
2558149,FISIOVISAO,SC,LAGUNA
3171809,CLINICA DE GINECOLOGIA E OBSTETRICIA A ACOREANA S S,SC,BLUMENAU
3589358,SOMED INSTITUTO DO SONO E MEDICINA RESPIRATORIA,SC,FLORIANOPOLIS
3583554,CONSULTORIO DR ROBERTO TEIXEIRA OENNING,SC,CRICIUMA
2385937,UNIDADE SAUDE DA FAMILIA DE VILA NOVA,SC,IMBITUBA
5606020,TATIANE DUARTE DE SALVES,SC,JOINVILLE
3902587,LUCIANO ROSA VARELA,SC,ANITA GARIBALDI
2671131,EDUARDO BASCHUNG,SC,JOINVILLE
2622831,UNIDADE BASICA DE SAUDE MARIA MAFEI ORSI,SC,TIJUCAS
2540274,OTOCLIN CLINICA AUDIOLOGICA DO OESTE LTDA,SC,CHAPECO
2305925,LABORATORIO CEACLIN,SC,JARAGUA DO SUL
7202040,CONSULTORIO DE PSICOLOGIA,SC,ITAJAI
7211368,DALTRO ZUNINO,SC,ITAJAI
5029554,FERNANDO FONSECA BOTELHO,SC,BLUMENAU
19348,CS FAZENDA DO RIO TAVARES,SC,FLORIANOPOLIS
2641542,CENTRO DE SAUDE ALTO ARIRIU,SC,PALHOCA
5029465,CHARLES ZWICKER,SC,BLUMENAU
2667878,HEVARTS MUCENEEKI,SC,JOINVILLE
3728498,SORRISODONTO CONSULTORIO ODONTOLOGICO,SC,RIO NEGRINHO
3773892,CLAUDIA DA SILVA CORONEL,SC,BRUSQUE
5444462,SECRETARIA MUNICIPAL DE PROMOCAO DA SAUDE DE BLUMENAU SEMUS,SC,BLUMENAU
2641186,CPO,SC,RIO DO SUL
2647486,POSTO MUNICIPAL DE SAUDE TAPERA,SC,SAO FRANCISCO DO SUL
2623218,CAPS I CENTRO DE ATENCAO PSICOSSOCIAL,SC,ICARA
2537532,CENTRO DE SAUDE DA FAMILIA LINHA CACHOEIRA,SC,CHAPECO
2822229,TK PLANO DE ASSISTENCIA ODONTOLOGICA,SC,BIGUACU
2511274,UBSF RIO DA PRATA ADALBERTO LARSEN,SC,JOINVILLE
2359383,HOSPITAL DE OLHOS FREITAG LTDA,SC,TIMBO
2541181,CONSULTORIO MEDICO WALTER NEY JUNQUEIRA,SC,CRICIUMA
3593568,CLION,SC,CRICIUMA
2640619,VILMAR ROQUE BONAMIGO,SC,RIO DO SUL
5608031,CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS,SC,GASPAR
5606128,DANIELA DE OLIVEIRA ROSA,SC,BLUMENAU
5422671,SILVANA NATAL DELL AGNOLO,SC,BLUMENAU
2670623,NATHALIA DE SOUZA COSTA,SC,JOINVILLE
7215118,POSTO DE SAUDE CENTRO DE PALMITOS II,SC,PALMITOS
7215517,NASF,SC,SCHROEDER
5665310,MARINES BALESTRIN,SC,JOACABA
2302268,AMBULATORIO SAO PEDRO,SC,VIDEIRA
2744872,CAPS 2,SC,ITAJAI
2540428,CLINICA MEDICA EDUARDO BURIGO,SC,CRICIUMA
5748631,CLINICA ODONTOLOGICA ANISIO DE SOUZA FILHO,SC,ITAJAI
2522497,ROSINI ANALISES CLINICAS LTDA,SC,BRUSQUE
2541920,CONSULTORIO ODONTOLOGICO DR ELENIR TEREZINHA SCHNEIDER,SC,CRICIUMA
5396948,CLARISSE MARIA C S ABUCHAIM CIA LTDA,SC,JOACABA
2512408,POSTO SAUDE GASPAR ALTO,SC,GASPAR
2543672,CONSULTORIO MEDICO ROSANE WEISSHEIMER,SC,SAO MIGUEL DO OESTE
2640996,JUAREZ LEANDRO EIRAS,SC,RIO DO SUL
2662868,UNIDADE DE SAUDE INTERIOR EQUIPE 43,SC,LAGES
2512300,UNIDADE BASICA VILA 1 DE MAIO,SC,SAO BENTO DO SUL
2692562,CS JURERE,SC,FLORIANOPOLIS
2510987,CENTRO INTEGRADO DE SAUDE,SC,RIO NEGRINHO
7336373,ATELIE DA SAUDE,SC,COCAL DO SUL
7351577,CGO SERVICOS MEDICOS LTDA,SC,OTACILIO COSTA
2558122,ESF CAPUTERA,SC,LAGUNA
5727278,MAURO YARED,SC,JARAGUA DO SUL
5729181,CONSULTORIO MEDICO EM UROLOGIA,SC,BRUSQUE
5694981,VIVIAN SEILER BURINI,SC,JOINVILLE
5770386,BRUNO ENDLER,SC,SAO BENTO DO SUL
2512467,ESTRATEGIA DE SAUDE DA FAMILIA BARRACAO I,SC,GASPAR
2303590,PS TIRADENTES,SC,CONCORDIA
19720,LABORATORIO BARRIGA VERDE,SC,FLORIANOPOLIS
2647508,POSTO MUNICIPAL DE SAUDE LARANJEIRAS,SC,SAO FRANCISCO DO SUL
2778963,UNIDADE DE SAUDE DA FAMILIA DO LIRI,SC,ICARA
2804700,POSTO DE ATENDIMENTO MEDICO RIO DAS PEDRAS,SC,RIO NEGRINHO
3140814,ESF CAMPO DE FORA,SC,LAGUNA
5161606,ANTONIO VITOR BUENO MENNA BARRETO,SC,BRUSQUE
2647397,UNIDADE BASICA DE SAUDE QUARTA LINHA,SC,CRICIUMA
2625598,FABIOLA GEHLEN CANDIDO BASSANI,SC,CHAPECO
2544946,ELOISA REGINA M GULARTE,SC,ITAJAI
2514028,UNIDADE BASICA DE SAUDE SAO VICENTE,SC,ITAJAI
5490863,CLINICA SANTO AMARO,SC,PALHOCA
5422213,ALICE MARA RODRIGUES BATISTA,SC,LAGES
7352441,NASF FEDERAL APIUNA,SC,APIUNA
5904358,CLIMED,SC,TUBARAO
5909228,REABILITAR CLINICA DE FISIOTERAPIA,SC,TUBARAO
7109032,IVANA MARCILIO AZAMBUJA MENDES,SC,JOINVILLE
7106076,CLINICA SWX,SC,JOINVILLE
7107250,CITOLAB CLINICA MEDICA,SC,NAVEGANTES
7091842,CLINICA CATARINENSE DE OLHOS CCO,SC,PALHOCA
7100167,DENTHARI ODONTOLOGIA,SC,PALHOCA
6207405,TATIANA MARCILLINO FELACIO OLIVEIRA,SC,TUBARAO
6337392,CLEITON PIEKALA,SC,CHAPECO
6421954,ANAMARIA ANDRADE,SC,FLORIANOPOLIS
6303404,CENTRO DE SAUDE DA FAMILIA VILA REAL,SC,CHAPECO
6306756,DIOGO ALEXANDER DE OLIVEIRA,SC,CHAPECO
6308023,BELLA FISIO,SC,CHAPECO
6311717,FUNDESTE,SC,CHAPECO
6303749,OTAVIO VIEIRA NETO,SC,TUBARAO
6304923,CENTRO ODONTOLOGICO DE POL,SC,TUBARAO
6000568,ERGO LIFE ASSESSORIA EM ERGONOMIA E SAUDE,SC,JOINVILLE
6000908,REGIAO 06 VENDAVAL,SC,BIGUACU
5983991,CONSULTORIO ODONTOLOGICO DR ALVARO AUGUSTO CANELLA VITTO,SC,FLORIANOPOLIS
6214460,HUMBERTO AURELIO SADA JUNIOR,SC,BLUMENAU
6214606,CEFALO X,SC,FLORIANOPOLIS
6249442,CIENCIAS DO ESPORTE,SC,FLORIANOPOLIS
6307000,THALEZ PERDONCINI,SC,VIDEIRA
6301223,HOSPITAL UNIMED BLUMENAU UNIDADE CENTRO,SC,BLUMENAU
6055451,20 GERSA TUBARAO,SC,TUBARAO
6059244,KNF ODONTOLOGIA,SC,JOINVILLE
6142915,VIVIANE TAIZ PASSOLD MERELES,SC,BLUMENAU
6249647,FABIO FERNANDO DA SILVA,SC,BLUMENAU
6251900,UROMAX CLINICA UROLOGICA,SC,BLUMENAU
6296696,INSTITUTO DA PELE,SC,JARAGUA DO SUL
6297021,FARMACIA ESPECIALIZADA,SC,JARAGUA DO SUL
3400069,UBSF JARDIM PARAISO V E VI,SC,JOINVILLE
6265650,DOUGLAS BIANKI PERIOLO,SC,BLUMENAU
6317332,LAMINA MEDICINA DIAGNOSTICA,SC,FLORIANOPOLIS
6318495,ODONTOWER,SC,FLORIANOPOLIS
6318517,CLINICA ORTHOS,SC,FLORIANOPOLIS
3824969,CLINICA IMPERATRIZ,SC,SANTO AMARO DA IMPERATRIZ
6074480,MARLUCI LOCATELLI CERUTTI,SC,BLUMENAU
5916968,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS CAPS AD,SC,JARAGUA DO SUL
5933706,MAURICI NASCIMENTO,SC,BLUMENAU
6185843,DENTCLIN CLINICA ODONTOLOGICA,SC,JOINVILLE
6186645,TOP LIFE,SC,JARAGUA DO SUL
6321321,ELIANA MARIA THOME DA SILVA,SC,FLORIANOPOLIS
6321984,ARTHROS REUMATOLOGIA E REABILITACAO,SC,FLORIANOPOLIS
6325696,ZULEICA REBELO,SC,FLORIANOPOLIS
6156789,APAE,SC,TUBARAO
2690004,UNIDADE BASICA DE SAUDE DE SANTA LIDIA,SC,PENHA
6075061,NORTON LUIZ STORRER DA SILVA,SC,JARAGUA DO SUL
6183484,PERSONALITTE CLINICA DE PSICOLOGIA,SC,JOINVILLE
6184693,JORGE DE FARIA MARASCHIN,SC,TUBARAO
6281869,BRUNA CRISTINA COSTA,SC,BLUMENAU
6281907,INSTITUTO DE DERMATOLOGIA CIRURGIA PLASTICA,SC,BLUMENAU
6284728,VANESSA CHRISTINA BORTOLAZZO CAVAIGNAC,SC,BLUMENAU
6330371,TERESA MAKARON PASSARELLI,SC,FLORIANOPOLIS
5935369,DNANALISES,SC,FLORIANOPOLIS
6049834,ESPACO SAUDE CENTRO ESPECIALIZADO EM FISIOTERAPIA E PILATES,SC,CHAPECO
6225454,WELLINGTON KERBICHLER,SC,JARAGUA DO SUL
6274587,GHIZONI NEUROCIRURGIA,SC,TUBARAO
6277357,TALGE MONTEIRO CELUPPI GONCALVES,SC,JARAGUA DO SUL
6280196,CLINICA NARDELLI,SC,JARAGUA DO SUL
6286860,JOSE FELIPE BANISKI,SC,SAO FRANCISCO DO SUL
6333613,EVELISE COSTA BRUNATO,SC,FLORIANOPOLIS
6390129,ENIO FRECH,SC,BLUMENAU
6390854,ADRIANA FRECH,SC,BLUMENAU
6090095,OMAR SULIVAN RUZZA FILHO,SC,BLUMENAU
6091172,MARIA ALICE BOGO CHAGAS,SC,JARAGUA DO SUL
6154468,1 GBM 1 PBM 2 CBM 9 BBM,SC,CAMPO ALEGRE
6155324,FBC CLINICA DE NUTRICAO,SC,JOINVILLE
6180329,PATRICIA ROTH DOS SANTOS,SC,JOINVILLE
6236103,ERNESTINA ELISA GEISEL SANTOS,SC,BLUMENAU
6216463,ALEXANDRE CESAR GUILABEL BAJO,SC,JOINVILLE
6237010,ENDOCLINOCLINICA,SC,JOINVILLE
6237029,NEUROCENTRO SJ,SC,JOINVILLE
6240550,DIGSOM CLINICA DE REABILITACAO E APARELHOS AUDITIVOS,SC,JOINVILLE
6400787,JAQUELINE MARIA ROTTA,SC,BLUMENAU
6400965,CLINICMASTER,SC,BLUMENAU
6404014,JUERGEN SCHULDT,SC,BLUMENAU
6404022,GLENDA L M R SCHULDT,SC,BLUMENAU
6404561,CENTRO DE ESTUDOS DA SAUDE E DESENVOLVIMENTO HUMANO,SC,FLORIANOPOLIS
6404871,BIORAL CENTRO ODONTOLOGICO S S LTDA,SC,BLUMENAU
6404898,LARISSA BOTTGER,SC,BLUMENAU
6405002,ANDREA FAGUNDES DA SILVA GOMES,SC,BLUMENAU
6407498,SHARLENE HOSTINS BECKER,SC,BLUMENAU
6398170,ALINE ALVES DA SILVA GESSER,SC,BLUMENAU
5252733,DR RODRIGO PIZZATO,SC,CURITIBANOS
6187056,SOLUCAO APOIO LABORATORIAL,SC,ITAJAI
6190294,CLINICA DO PULMAO,SC,JARAGUA DO SUL
6192602,GERIACLIN,SC,CRICIUMA
6194249,LABORATORIO MEDICO SANTA LUZIA,SC,BIGUACU
6292038,LEONARDO SALVADOR GASPAR,SC,FLORIANOPOLIS
6292224,INSTITUTO DE OLHOS DE FLORIANOPOLIS II,SC,FLORIANOPOLIS
